category,display_name,id,source,source_id,parent_id,nlm_id,cde_steward,cde_identifiers,cde_value
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Day Across All Workday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time In Naps Per Weekday Day Across All Weekday Days In The Recording When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapdailywd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When All Naps Are Counted (Minutes),avgsleepnapsallrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When Only Naps With >=15 Minutes Of Sleep Time Are Counted  (Minutes),avgsleepnapssleep15rd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap Across Reliable Days When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When All Naps Are Counted (Minutes),avgsleepnapsall5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep155,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When All Naps Are Counted (Minutes),avgsleepnapsallnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15nw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Non-Workday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When All Naps Are Counted (Minutes),avgsleepnapsallwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15wd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When All Naps Are Counted (Minutes),avgsleepnapsallwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15we5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Weekend Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When All Naps Are Counted (Minutes),avgsleepnapsallwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When Only Naps With >=15 Minutes Of Sleep Time Are Counted (Minutes),avgsleepnapssleep15wo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Sleep Time Per Workday Nap When Only Naps With Some Sleep Are Counted (Minutes),avgsleepnapssleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between In Bed And Out Of Bed Times Across Reliable Days (hh:hm:ss),avgrestmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Non-Workday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Non-Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Sleep Onset And Sleep Offset Times Across Reliable Days (hh:hm:ss),avgsleepmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekend In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Weekend Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Workday In Bed And Out Of Bed Times (hh:hm:ss),avgrestmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time Midpoint Between Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),avgsleepmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Days (hh:hm:ss),avgsleeponsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Non-Workday Days (hh:hm:ss),avgsleeponsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Reliable Days (hh:hm:ss),avgsleeponsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Weekday Days (hh:hm:ss),avgsleeponsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Weekend Days (hh:hm:ss),avgsleeponsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Fall Asleep For Main Sleep Across All Workday Days (hh:hm:ss),avgsleeponsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Days In Minutes (hh:hm:ss),avgoutbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Non-Workday Days In Minutes (hh:hm:ss),avgoutbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Reliable Days In Minutes (hh:hm:ss),avgoutbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Weekday Days In Minutes (hh:hm:ss),avgoutbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Weekend Days In Minutes (hh:hm:ss),avgoutbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Get Out Of Bed After Main Sleep Across All Workday Days In Minutes (hh:hm:ss),avgoutbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Days In Minutes (hh:hm:ss),avgsleepoffsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Non-Workday Days In Minutes (hh:hm:ss),avgsleepoffsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Reliable Days In Minutes (hh:hm:ss),avgsleepoffsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Weekday Days In Minutes (hh:hm:ss),avgsleepoffsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Weekend Days In Minutes (hh:hm:ss),avgsleepoffsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Time To Wake Up For Main Sleep Across All Workday Days In Minutes (hh:hm:ss),avgsleepoffsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The In Bed Interval (Minutes),avginbedwake5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The In Bed Interval Across Reliable Days (Minutes),avginbedwakerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Non-Workday In Bed Interval (Minutes),avginbedwakenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Weekday In Bed Interval (Minutes),avginbedwakewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Weekend In Bed Interval (Minutes),avginbedwakewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Total Time Spent Awake During The Workday In Bed Interval (Minutes),avginbedwakewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Main Sleeps (Minutes),avgwaso5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Non-Workday Main Sleeps (Minutes),avgwasonw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Reliable Day Main Sleeps (Minutes),avgwasord5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Weekday Main Sleeps (Minutes),avgwasowd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Weekend Main Sleeps (Minutes),avgwasowe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake After Sleep Onset (Waso) In Workday Main Sleeps (Minutes),avgwasowo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Days (Wake Bouts),avgwakebouts5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Non-Workday Days (Wake Bouts),avgwakeboutsnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Reliable Days (Wake Bouts),avgwakeboutsrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Weekday Days (Wake Bouts),avgwakeboutswd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Weekend Days (Wake Bouts),avgwakeboutswe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average Wake Bouts In Main Sleep Periods Across All Workday Days (Wake Bouts),avgwakeboutswo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Day (Minutes),avgwhitetalt5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Non-Workday Day (Minutes),avgwhitetaltnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Reliable Day (Minutes),avgwhitetaltrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Weekday Day (Minutes),avgwhitetaltwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Weekend Day (Minutes),avgwhitetaltwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Average White Light Time Above 1000 Lux Threshold Per Workday Day (Minutes),avgwhitetaltwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,"Number Of Days With Sleep Data In Recording. Also, Number Of Main Rest Intervals In Recording (Days)",ndays5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Non-Workday Days With Sleep Data In Recording (Non-Workday Days),ndaysnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Reliable Days With Sleep Data In Recording (Reliable Days),ndaysrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Weekday Days With Sleep Data In Recording (Also Number Of Main Rest Intervals In Recording) (Weekday Days),ndayswd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Weekend Days With Sleep Data In Recording (Weekend Days),ndayswe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Number Of Workday Days With Sleep Data In Recording (Workday Days),ndayswo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Original Epoch Length For Processed Actigraphy Study  (Seconds),epochlength5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Days (Minutes),sd24hrsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Non-Workday Days (Minutes),sd24hrsleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Reliable Days (Minutes),sd24hrsleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Weekday Days (Minutes),sd24hrsleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Weekend Days (Minutes),sd24hrsleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of 24 Hour Sleep Across All Workday Days (Minutes),sd24hrsleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Days (Percent),sdefficiency5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Non-Workday Days (Percent),sdefficiencynw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Reliable Days (Percent),sdefficiencyrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Weekday Days (Percent),sdefficiencywd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Weekend Days (Percent),sdefficiencywe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Efficiency In Main Sleeps Across All Workday Days (Percent),sdefficiencywo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Days (Percent),sdmainteff5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Non-Workday Days (Percent),sdmainteffnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Reliable Days (Percent),sdmainteffrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Weekday Days (Percent),sdmainteffwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Weekend Days (Percent),sdmainteffwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Maintenance Efficiency In Main Sleeps Across All Workday Days (Percent),sdmainteffwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Days (Minutes),sdmainsleep5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Non-Workday Days (Minutes),sdmainsleepnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Reliable Days (Minutes),sdmainsleeprd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Weekday Days (Minutes),sdmainsleepwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Weekend Days (Minutes),sdmainsleepwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of Sleep Time In Main Sleep Periods Across All Workday Days (Minutes),sdmainsleepwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Interval Duration (Minutes),sdinbedduration5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Interval Duration Across Reliable Days (Minutes),sdinbeddurationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Time (hh:hm:ss),sdinbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The In Bed Time Across Reliable Days (hh:hm:ss),sdinbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between In Bed And Out Of Bed Times Across Reliable Days (hh:hm:ss),sdrestmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Non-Workday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Non-Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpoint5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Sleep Onset And Sleep Offset Times Across Reliable Days (hh:hm:ss),sdsleepmidpointrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekend In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Weekend Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Workday In Bed And Out Of Bed Times (hh:hm:ss),sdrestmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Midpoint Between Workday Sleep Onset And Sleep Offset Times (hh:hm:ss),sdsleepmidpointwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday In Bed Interval Duration (Minutes),sdinbeddurationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday In Bed Time (hh:hm:ss),sdinbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Out Of Bed Time (hh:hm:ss),sdoutbedtimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Onset Time (hh:hm:ss),sdsleeponsettimenw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Non-Workday Sleep Period Duration (Minutes),sdsleepperioddurationnw5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Out Of Bed Time (hh:hm:ss),sdoutbedtime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Out Of Bed Time Across Reliable Days (hh:hm:ss),sdoutbedtimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Offset Time (hh:hm:ss),sdsleepoffsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Offset Time Across Reliable Days (hh:hm:ss),sdsleepoffsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Onset Time (hh:hm:ss),sdsleeponsettime5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Onset Time Across Reliable Days (hh:hm:ss),sdsleeponsettimerd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Period Duration (Minutes),sdsleepperiodduration5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Sleep Period Duration Across Reliable Days (Minutes),sdsleepperioddurationrd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday In Bed Interval Duration (Minutes),sdinbeddurationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday In Bed Time (hh:hm:ss),sdinbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Out Of Bed Time (hh:hm:ss),sdoutbedtimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Onset Time (hh:hm:ss),sdsleeponsettimewd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekday Sleep Period Duration (Minutes),sdsleepperioddurationwd5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend In Bed Interval Duration (Minutes),sdinbeddurationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend In Bed Time (hh:hm:ss),sdinbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Out Of Bed Time (hh:hm:ss),sdoutbedtimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Onset Time (hh:hm:ss),sdsleeponsettimewe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Weekend Sleep Period Duration (Minutes),sdsleepperioddurationwe5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday In Bed Interval Duration (Minutes),sdinbeddurationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday In Bed Time (hh:hm:ss),sdinbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Out Of Bed Time (hh:hm:ss),sdoutbedtimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Offset Time (hh:hm:ss),sdsleepoffsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Onset Time (hh:hm:ss),sdsleeponsettimewo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Standard Deviation Of The Workday Sleep Period Duration (Minutes),sdsleepperioddurationwo5,,,,,,,
08L - Sleep Study Data - Actigraphy,Study Overlaps With Daylight Saving Time Start (March) Or End (November),dstoverlap5,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Midline Estimated Statistic Of Rhythm, mean activity count of the fitted 24 hour rhythm pattern",mesor,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Time of peak activity as estimated by cosinor regression,acrophase,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Difference between the model-fit peak values and the MESOR,amplitude,,,,,,,
08M - Sleep Study Data - Circadian Analysis,Number of days used for the cosinor analysis,numdayscos,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 1 minute",iv1,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 2 minutes",iv2,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 3 minutes",iv3,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 4 minutes",iv4,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 5 minutes",iv5,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 6 minutes",iv6,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 8 minutes",iv8,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 9 minutes",iv9,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 10 minutes",iv10,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 12 minutes",iv12,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 15 minutes",iv15,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 16 minutes",iv16,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 18 minutes",iv18,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 20 minutes",iv20,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 24 minutes",iv24,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 30 minutes",iv30,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 32 minutes",iv32,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 36 minutes",iv36,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 40 minutes",iv40,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 45 minutes",iv45,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 48 minutes",iv48,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Intradaily variability, quantifies the fragmentation of the rhythm, bins of 1 hour",iv60,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 1 minute",is1,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 2 minutes",is2,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 3 minutes",is3,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 4 minutes",is4,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 5 minutes",is5,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 6 minutes",is6,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 8 minutes",is8,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 9 minutes",is9,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 10 minutes",is10,,,,,,,
08M - Sleep Study Data - Circadian Analysis,"Interdaily stability, quantifies invariability between the days. Bins of 12 minutes",is12,,,,,,,
