category,display_name,id,mros,definition,source,time,method,formula,equipment,link
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: REM:: 5% desaturation,rdirem5percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM: all desaturations,rdinremall,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 2% desaturation,rdinrem2percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 3% desaturation,rdinrem3percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 4% desaturation,rdinrem4percent,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Respiratory disturbance index: NREM:: 5% desaturation,rdinrem5percent,,,,,,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Cheyne Stoke breathing,cheynestokebreath,,,,,,,,
08C3 - Sleep Study Data - Respiratory  - Breathing ,Periodic breathing,periodicbreath,,,,,,,,
08D - Sleep Study Data - Stages,NREM sleep time,nremsleep,,,,,,,,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,potmrem,Time REM,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,, PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,REM sleep time,remsleep,potmremp,Percentage time REM,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,, PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,Stage N1 sleep time,stagen1sleep,,,,,,,,
08D - Sleep Study Data - Stages,Stage N2 sleep time,stagen2sleep,,,,,,,,
08D - Sleep Study Data - Stages,Stage N3 sleep time,stagen3sleep,,,,,,,,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,potmst1,Time stage 1,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,Stage 1 sleep time,stage1sleep,potmst1p,Percentage time stage 1,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,potmst2,Time stage 2,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,Stage 2 sleep time,stage2sleep,potmst2p,Percentage time stage 2,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,potmst34,Time stage 3-4,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08D - Sleep Study Data - Stages,Stage 3 sleep time,stage3sleep,potms34p,Percentage time stage 3-4,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08E1 - Sleep Study Data - Arousals -Events,Arousal events,arousevents,,,,,,,,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,poai_all,Overall arousal index,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,[(Total number of arousals) / (hours of sleep)],PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,poai_nre,Arousal Index NREM,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,[(Total number of arousals in non-REM sleep) / (hours of non-REM sleep)],PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08E2 - Sleep Study Data - Arousals - Indices,Arousal index,arousindex,poai_rem,Arousal Index REM sleep,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,(Total number of arousals in REM sleep) / (hours of REM sleep),PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmdlt,Number of PLMs in delta sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmnre,Number of PLMs in NREM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmrem,Number of PLMs in REM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmslp,Number of PLMs in all sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmcde,Number of PLMs clusters in delta sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmcnr,Number of PLMs clusters in NREM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmcre,Number of PLMs clusters in REM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,poplmcsl,Number of PLMs clusters in all sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmanr,Number of PLMs with arousal in NREM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmare,Number of PLMs with arousal in REM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmasl,Number of PLMs with arousal in all sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmcad,Number of PLM clusters with arousal in delta sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmcan,Number of PLMs clusters with arousal in NREM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmcar,Number of PLMs clusters with arousal in REM,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,poplmcas,Number of PLMs clusters with arousal in all sleep,MrOS,In Home PSG Visit 1,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F2 - Sleep Study Data - Limb Movement - Indices,Periodic limb movement events with arousal index,plmeventsarousindex,poavplma,Number of PLMs with arousal per hour of sleep,MrOS,In Home PSG Visit 1,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08F2 - Sleep Study Data - Limb Movement - Indices,Periodic limb movement index,plmindex,poavgplm,Number of PLMs per hour of sleep,MrOS,In Home PSG Visit 1,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 70%,sleepo2lt70,popcsa70,Percentage of sleep time oxygen saturation is below 70%,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 75%,sleepo2lt75,popcsa75,Percentage of sleep time oxygen saturation is below 75%,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 80%,sleepo2lt80,popcsa80,Percentage of sleep time oxygen saturation is below 80%,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 85%,sleepo2lt85,popcsa85,Percentage of sleep time oxygen saturation is below 85%,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 88%,sleepo2lt88,,,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 90%,sleepo2lt90,popcsa90,Percentage of sleep time oxygen saturation is below 90%,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 92%,sleepo2lt92,,,,,,,,
08G1 - Sleep Study Data - Oxygen Saturation - Percent Time,Percent sleep time oxygen saturation < 95%,sleepo2lt95,popcsa95,Percentage of sleep time oxygen saturation is below 95%,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,posao2nr,Average oxygen saturation (NREM),MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation during sleep,avgo2duringsleep,posao2re,Average oxygen saturation (REM),MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G2 - Sleep Study Data - Oxygen Saturation - Average,Average oxygen saturation with respiratory events,avgo2respevents,,,,,,,,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,polsao2n,Minimum oxygen saturation during NREM sleep,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation during sleep,nadiro2duringsleep,polsao2r,Minimum oxygen saturation during REM sleep,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G3 - Sleep Study Data - Oxygen Saturation - Nadir,Nadir oxygen saturation with respiratory events,nadiro2respevents,,,,,,,,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsnr2,"Number of desaturations per hour (NREM, >= 2%)",MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsnr3,"Number of desaturations per hour (NREM, >= 3%)",MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsnr4,"Number of desaturations per hour (NREM, >= 4%)",MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsrem2,"Number of desaturations per hour (REM, >= 2%)",MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsrem3,"Number of desaturations per hour (REM, >= 3%)",MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsrem4,"Number of desaturations per hour (REM, >= 4%)",MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsslp2,Number of desaturations per hours (total sleep >= 2%),MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsslp3,Number of desaturations per hours (total sleep >= 3%),MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08G4 - Sleep Study Data - Oxygen Saturation -  Indices,Oxygen desaturation index,o2desatindex,podsslp4,Number of desaturations per hours (total sleep >= 4%),MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,calculated,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,pobasehrt,Baseline heart rate per tech observation,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,pobpmmax,Highest heart rate,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08H - Sleep Study Data - Heart Rate,Average heart rate,avgheartrate,pobpmmin,Lowest heart rate,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,measured ,,PSG Visit 1: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 2 Scoring Software/PSG Visit 2: Compumedics Safiro Sleep Monitoring System and ProFusion PSG 3 Scoring Software,
08I - Sleep Study Data - Electrocardiogram - Arrhythmia,Atrial fibrillation - polysomonogram - paroxysmal,afibpsgparox,,,,,,,,
08I - Sleep Study Data - Electrocardiogram - Arrhythmia,Atrial fibrillation - polysomonogram - persistent,afibpsgpersist,,,,,,,,
08J - Sleep Study Data - Quality,Quality of sleep study,sleepstudyquality,pooveral,Overall PSG quality grade,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poquabdo,Acceptable abdomen signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poquair,Acceptable airflow signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqucan,Acceptable cannula signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poquches,Acceptable thoracic signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poquchin,Acceptable EMG signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqueeg1,Acceptable EEG signal quality during sleep,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqueeg2,Acceptable EEG (secondary) signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqueogl,Acceptable EOG-L signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqueogr,Acceptable EOG-R signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poquhr,Acceptable ECG signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqulegl,Acceptable left leg signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poqulegr,Quality of right leg signal,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08J - Sleep Study Data - Quality,Signal quality code,signalqualitycode,poquoxim,Acceptable oximetry signal quality,MrOS,In Home PSG Visit 1/In Home PSG Vsit 2,Coded by Scorer,,,
08K - Sleep Study Data - End-Tidal CO2,Capnograph type,capnotype,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Hours of usable CO2,hoursco2,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - NREM,avgco2nrem,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - NREM - normalized for capnograph type,avgco2nremnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - REM,avgco2rem,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - REM - normalized for capnograph type,avgco2remnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - asleep,baseco2asleep,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - asleep - normalized for capnograph type,baseco2asleepnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - awake,baseco2awake,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - awake - normalized for capnograph type,baseco2awakenorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Peak end-tidal CO2 - asleep,peakco2asleep,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Peak end-tidal CO2 - asleep - normalized for capnograph type,peakco2asleepnorm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg,percentco2gt45,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg - normalized for capnograph type,percentco2gt45norm,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg,percentco2gt50,,,,,,,,
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg - normalized for capnograph type,percentco2gt50norm,,,,,,,,
10 - Sleep Symptoms,Early morning awakening,earlyawakening,slwkerly,Problem waking up too early in the morning in the last month?,MrOS,In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 2),
10 - Sleep Symptoms,Early morning awakening,earlyawakening,pqpwake,"During the past month, how often have you had trouble sleeping because you wake up in middle of the night or early morning?",MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Sleep Habits Form (MrOS1/MrOS 2),
10 - Sleep Symptoms,Epworth Sleepiness Scale score,epworthscore,epepwort,Epworth sleepiness scale score (0-24),MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Modified Epworth Sleepiness Scale score,modepworthscore,,,,,,,,
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire score,fosqscore,fofosq,Functional outcomes of sleep questionnaire total score (5-20),MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Activity Level subscale,fosqactiv,foactiv,Activity level subscale functional outcomes of sleep questionnaire (1-4),MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - General Productivity subscale ,fosqgenprod,foproduc,General productivity subscale functional outcomes of sleep questionnaire (1-4),MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Social Outcome subscale,fosqsocout,fosocial,Social outcome subscale functional outcomes of sleep questionnaire (1-4),MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Functional Outcomes of Sleep Questionnaire - Vigilance subscale,fosqvigil,fovigil,Vigilance subscale functional outcomes of sleep questionnaire (1-4),MrOS,In Clinic Visit 1,Reported by subject,,Functional Outcomes of Sleep Form (MrOS 1),
10 - Sleep Symptoms,Pediatric Sleep Questionnaire Sleep-Related Breathing Disorder (PSQ-SRBD) score, psqsrbdscore,,,,,,,,
10 - Sleep Symptoms,Obstructive Sleep Apnea-18 Assessment Tool score,osa18assessscore,,,,,,,,
10 - Sleep Symptoms,Women's Health Initiative Insomnia Rating Scale,whiinitinsomratescale,,,,,,,,
10 - Sleep Symptoms,Pittsburgh Insomnia Rating Scale,pittinsomratescale,,,,,,,,
10 - Sleep Symptoms,Pittsburgh Sleep Quality Index,pittsleepqualindex,,,,,,,,
10 - Sleep Symptoms,Insomnia Severity Index,insomseverindex,,,,,,,,
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,epeds,Excessive daytime sleepiness (ESS>10),MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,epcar,How likely are you to doze off or fall asleep as a passenger in a car for an hours without a break?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
10 - Sleep Symptoms,Excessive daytime sleepiness,excessdaysleepiness,epeat,How likely are you to doze off or fall asleep sitting quietly after a lunch without alcohol?,MrOS,In Clinic Vistit 1/In Clinic Visit 2,Reported by subject,,Clinic Interview Form (MrOS 1/MrOS 2),
