category,display_name,id,cfs,definition,source,time,method,formula,equipment,link
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbp,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbp2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbp3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbp4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbp5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbpa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbpa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbpa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbpa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrbpa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrop,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrop2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrop3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrop4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunrop5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunropa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunropa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunropa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunropa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lunropa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbp,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbp2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbp3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbp4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbp5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbpa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbpa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbpa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbpa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurbpa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurop,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurop2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurop3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurop4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,lurop5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,luropa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,luropa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,luropa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,luropa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,luropa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbp,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbp2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbp3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbp4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbp5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbpa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbpa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbpa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbpa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrbpa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrop,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrop2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrop3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrop4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunrop5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunropa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunropa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunropa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunropa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,sunropa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbp,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbp2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbp3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbp4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbp5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbpa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbpa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbpa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbpa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surbpa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surop,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surop2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surop3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surop4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,surop5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,suropa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,suropa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,suropa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,suropa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,suropa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbp,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbp2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbp3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbp4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbp5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbpa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbpa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbpa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbpa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrbpa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrop,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrop2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrop3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrop4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unrop5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unropa,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unropa2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unropa3,"Average Obstructive Apnea length (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unropa4,"Average Obstructive Apnea length (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,unropa5,"Average Obstructive Apnea length (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,urbp,"Average Obstructive Apnea length (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,urbp2,"Average Obstructive Apnea length (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
