category,display_name,id,sof,definition,source,time,method,formula,equipment,link
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa5,"Obstructive Apnea per hour w/ arousals (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop,"Obstructive Apnea per hour (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop2,"Obstructive Apnea per hour (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop3,"Obstructive Apnea per hour (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop4,"Obstructive Apnea per hour (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop5,"Obstructive Apnea per hour (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,,,,,,,,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba,"Number of Hypopnea w/ arousals (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba2,"Number of Hypopnea w/ arousals (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba3,"Number of Hypopnea w/ arousals (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba4,"Number of Hypopnea w/ arousals (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrba5,"Number of Hypopnea w/ arousals (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp,"Number of Hypopnea (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp2,"Number of Hypopnea (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp3,"Number of Hypopnea (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp4,"Number of Hypopnea (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrbp5,"Number of Hypopnea (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa,"Number of Hypopnea w/ arousals (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa2,"Number of Hypopnea w/ arousals (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa3,"Number of Hypopnea w/ arousals (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa4,"Number of Hypopnea w/ arousals (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnroa5,"Number of Hypopnea w/ arousals (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop,"Number of Hypopnea (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop2,"Number of Hypopnea (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop3,"Number of Hypopnea (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop4,"Number of Hypopnea (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hnrop5,"Number of Hypopnea (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba,"Number of Hypopnea w/ arousals (REM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba2,"Number of Hypopnea w/ arousals (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba3,"Number of Hypopnea w/ arousals (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba4,"Number of Hypopnea w/ arousals (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hremba5,"Number of Hypopnea w/ arousals (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp,"Number of Hypopnea (REM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp2,"Number of Hypopnea (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp3,"Number of Hypopnea (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp4,"Number of Hypopnea (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrembp5,"Number of Hypopnea (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa,"Number of Hypopnea w/ arousals (REM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa2,"Number of Hypopnea w/ arousals (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa3,"Number of Hypopnea w/ arousals (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa4,"Number of Hypopnea w/ arousals (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hroa5,"Number of Hypopnea w/ arousals (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop,"Number of Hypopnea (REM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop2,"Number of Hypopnea (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop3,"Number of Hypopnea (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop4,"Number of Hypopnea (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopnea events,hypopevent,hrop5,"Number of Hypopnea (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba,"Hypopnea per hour w/ arousals (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba2,"Hypopnea per hour w/ arousals (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba3,"Hypopnea per hour w/ arousals (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba4,"Hypopnea per hour w/ arousals (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinba5,"Hypopnea per hour w/ arousals (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp,"Hypopnea per hour (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp2,"Hypopnea per hour (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp3,"Hypopnea per hour (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp4,"Hypopnea per hour (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinbp5,"Hypopnea per hour (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa,"Hypopnea per hour w/ arousals (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa2,"Hypopnea per hour w/ arousals (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa3,"Hypopnea per hour w/ arousals (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa4,"Hypopnea per hour w/ arousals (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinoa5,"Hypopnea per hour w/ arousals (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop,"Hypopnea per hour (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop2,"Hypopnea per hour (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop3,"Hypopnea per hour (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop4,"Hypopnea per hour (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdinop5,"Hypopnea per hour (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba,"Hypopnea per hour w/ arousals (REM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba2,"Hypopnea per hour w/ arousals (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba3,"Hypopnea per hour w/ arousals (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba4,"Hypopnea per hour w/ arousals (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba5,"Hypopnea per hour w/ arousals (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp,"Hypopnea per hour (REM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp2,"Hypopnea per hour (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp3,"Hypopnea per hour (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp4,"Hypopnea per hour (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp5,"Hypopnea per hour (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa,"Hypopnea per hour w/ arousals (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa2,"Hypopnea per hour w/ arousals (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa3,"Hypopnea per hour w/ arousals (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa4,"Hypopnea per hour w/ arousals (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa5,"Hypopnea per hour w/ arousals (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop,"Hypopnea per hour (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop2,"Hypopnea per hour (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop3,"Hypopnea per hour (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop4,"Hypopnea per hour (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop5,"Hypopnea per hour (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,,,,,,,,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,ndes2ph,Number of oxygen desaturation with at least 2% oxygen desaturation,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,ndes3ph,Number of oxygen desaturation with at least 3% oxygen desaturation,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,ndes4ph,Number of oxygen desaturation with at least 4% oxygen desaturation,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1C - Sleep Study Data - Respiratory - Events - Desaturation,Desaturation events,desatevent,ndes5ph,Number of oxygen desaturation with at least 5% oxygen desaturation,SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Apnea hypopnea index,ahi,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Apnea hypopnea index greater than or equal to 15,ahigteq15,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index greater than or equal to 5,caigteq5,,,,,,,,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index: all desaturations,caiall,cai0p,Central Apnea Index all oxygen desaturations,SOF,Visit 8,Calculated,cai0p = 60 * ( carbp + carop + canbp + canop ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C2 - Sleep Study Data - Respiratory - Indices,Central apnea index: 4% desaturation,cai4percent,cai4p,Central Apnea Index 4% oxygen desaturation,SOF,Visit 8,Calculated,cai4p = 60 * ( carbp4 + carop4 + canbp4 + canop4 ) / slpprdp,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
